Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
2024,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,0.98892,0.84816,0.991885,1.018508,0 out of 10,0 out of 9,0 out of 10
2024,50396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,0.98892,0.84816,1.026036,1.012647,0 out of 10,0 out of 9,0 out of 10
2024,50407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,0.98892,0.84816,0.89784,0.861992,9 out of 10,7 out of 9,9 out of 10
2024,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,0.98892,0.84816,0.885081,0.789581,10 out of 10,9 out of 9,10 out of 10
2024,50414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,0.98892,0.84816,0.90721,0.929173,4 out of 10,0 out of 9,4 out of 10
2024,50417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,0.98892,0.84816,0.866483,0.929737,4 out of 10,0 out of 9,4 out of 10
2024,50424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,0.98892,0.84816,0.945531,0.936226,4 out of 10,0 out of 9,4 out of 10
2024,50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,0.98892,0.84816,0.88062,0.983965,1 out of 10,0 out of 9,1 out of 10
2024,50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,0.98892,0.84816,1.048189,1.143411,0 out of 10,0 out of 9,0 out of 10
2024,50438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,0.98892,0.84816,1.008736,0.988916,1 out of 10,1 out of 9,1 out of 10
2024,50441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,0.98892,0.84816,0.994447,0.994192,0 out of 10,0 out of 9,0 out of 10
2024,50444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,0.98892,0.84816,0.964381,0.934083,4 out of 10,2 out of 9,4 out of 10
2024,50454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,0.98892,0.84816,0.989862,0.981818,1 out of 10,0 out of 9,1 out of 10
2024,50455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,0.98892,0.84816,1.022483,1.054886,0 out of 10,0 out of 9,0 out of 10
2024,50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,0.98892,0.84816,0.928703,0.926039,5 out of 10,0 out of 9,5 out of 10
2024,50464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,0.98892,0.84816,0.990419,1.001208,0 out of 10,0 out of 9,0 out of 10
2024,50468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,0.98892,0.84816,1.237428,1.148019,0 out of 10,2 out of 9,2 out of 10
2024,50471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,0.98892,0.84816,1.061547,1.095893,0 out of 10,0 out of 9,0 out of 10
2024,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,0.98892,0.84816,1.033327,1.041025,0 out of 10,0 out of 9,0 out of 10
2024,50485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,0.98892,0.84816,1.040203,1.052041,0 out of 10,0 out of 9,0 out of 10
2024,50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,0.98892,0.84816,1.074969,1.018719,0 out of 10,2 out of 9,2 out of 10
2024,50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,0.98892,0.84816,1.052952,1.027414,0 out of 10,1 out of 9,1 out of 10
2024,50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,0.98892,0.84816,0.960742,0.987558,1 out of 10,0 out of 9,1 out of 10
2024,50498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,0.98892,0.84816,0.905266,0.866415,8 out of 10,6 out of 9,8 out of 10
2024,50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,0.98892,0.84816,0.968609,0.932409,4 out of 10,3 out of 9,4 out of 10
2024,50506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,0.98892,0.84816,0.982734,0.988131,1 out of 10,0 out of 9,1 out of 10
2024,50510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,0.98892,0.84816,0.866447,1.006743,0 out of 10,0 out of 9,0 out of 10
2024,50512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,0.98892,0.84816,0.880455,0.864633,8 out of 10,4 out of 9,8 out of 10
2024,50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,0.98892,0.84816,0.818542,0.841546,10 out of 10,0 out of 9,10 out of 10
2024,50516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,0.98892,0.84816,0.953112,0.946325,3 out of 10,0 out of 9,3 out of 10
2024,50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,0.98892,0.84816,1.108042,0.941596,4 out of 10,6 out of 9,6 out of 10
2024,50523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,0.98892,0.84816,0.965834,1.02812,0 out of 10,0 out of 9,0 out of 10
2024,50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,0.98892,0.84816,1.111269,1.117745,0 out of 10,0 out of 9,0 out of 10
2024,50528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,0.98892,0.84816,0.898973,0.916209,5 out of 10,0 out of 9,5 out of 10
2024,50534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,0.98892,0.84816,0.946899,0.923297,5 out of 10,2 out of 9,5 out of 10
2024,50537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,0.98892,0.84816,0.930873,0.849118,9 out of 10,9 out of 9,9 out of 10
2024,50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,0.98892,0.84816,0.955936,0.955239,3 out of 10,0 out of 9,3 out of 10
2024,50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,0.98892,0.84816,1.007465,1.008106,0 out of 10,0 out of 9,0 out of 10
2024,50551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,0.98892,0.84816,1.08958,1.027717,0 out of 10,2 out of 9,2 out of 10
2024,50557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,0.98892,0.84816,0.963989,0.967597,2 out of 10,0 out of 9,2 out of 10
2024,50561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,0.98892,0.84816,0.843215,1.074401,0 out of 10,0 out of 9,0 out of 10
2024,50567,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,0.98892,0.84816,0.965328,0.984018,1 out of 10,0 out of 9,1 out of 10
2024,50570,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,0.98892,0.84816,1.098895,1.086526,0 out of 10,0 out of 9,0 out of 10
2024,50573,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,0.98892,0.84816,0.946187,0.959829,2 out of 10,0 out of 9,2 out of 10
2024,50580,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,0.98892,0.84816,1.16818,1.050538,0 out of 10,3 out of 9,3 out of 10
2024,50581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,0.98892,0.84816,1.130107,1.091034,0 out of 10,1 out of 9,1 out of 10
2024,50586,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,0.98892,0.84816,0.943478,0.953371,3 out of 10,0 out of 9,3 out of 10
2024,50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,0.98892,0.84816,1.184497,1.062935,0 out of 10,3 out of 9,3 out of 10
2024,50589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,0.98892,0.84816,1.078145,1.072048,0 out of 10,0 out of 9,0 out of 10
2024,50590,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,0.98892,0.84816,0.930155,0.94462,3 out of 10,0 out of 9,3 out of 10
2024,50597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,0.98892,0.84816,1.181027,1.216319,0 out of 10,0 out of 9,0 out of 10
2024,50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,0.98892,0.84816,0.96731,0.981396,1 out of 10,0 out of 9,1 out of 10
2024,50603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,0.98892,0.84816,1.012532,1.029462,0 out of 10,0 out of 9,0 out of 10
2024,50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,0.98892,0.84816,0.900243,0.883531,7 out of 10,3 out of 9,7 out of 10
2024,50608,ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,0.98892,0.84816,0.94634,0.978434,1 out of 10,0 out of 9,1 out of 10
2024,50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,0.98892,0.84816,0.937492,0.926462,4 out of 10,1 out of 9,4 out of 10
2024,50624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,0.98892,0.84816,0.991918,1.06673,0 out of 10,0 out of 9,0 out of 10
2024,50625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,0.98892,0.84816,1.051396,1.058914,0 out of 10,0 out of 9,0 out of 10
2024,50633,TENET HEALTH CENTRAL TWIN CITIES COMMUNITY HOSP,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,0.98892,0.84816,0.971575,0.933981,4 out of 10,3 out of 9,4 out of 10
2024,50636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,0.98892,0.84816,1.005127,0.975046,1 out of 10,1 out of 9,1 out of 10
2024,50641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,0.98892,0.84816,1.183239,1.038805,0 out of 10,4 out of 9,4 out of 10
2024,50663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,0.98892,0.84816,1.29851,1.253208,0 out of 10,1 out of 9,1 out of 10
2024,50674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,0.98892,0.84816,0.95556,0.931258,4 out of 10,2 out of 9,4 out of 10
2024,50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,0.98892,0.84816,0.796296,1.065324,0 out of 10,0 out of 9,0 out of 10
2024,50678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,0.98892,0.84816,0.999204,1.009974,0 out of 10,0 out of 9,0 out of 10
2024,50684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,RIVERSIDE,0.98892,0.84816,0.947453,0.995704,0 out of 10,0 out of 9,0 out of 10
2024,50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,0.98892,0.84816,0.944705,1.044257,0 out of 10,0 out of 9,0 out of 10
2024,50689,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,0.98892,0.84816,0.979345,0.999375,0 out of 10,0 out of 9,0 out of 10
2024,50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,0.98892,0.84816,0.807072,0.857728,9 out of 10,0 out of 9,9 out of 10
2024,50696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,0.98892,0.84816,1.002186,1.005129,0 out of 10,0 out of 9,0 out of 10
2024,50701,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,0.98892,0.84816,0.941381,0.970219,2 out of 10,0 out of 9,2 out of 10
2024,50704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,0.98892,0.84816,1.200939,1.163286,0 out of 10,1 out of 9,1 out of 10
2024,50709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,0.98892,0.84816,0.949964,0.935186,4 out of 10,1 out of 9,4 out of 10
2024,50710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,0.98892,0.84816,0.792642,0.879246,8 out of 10,0 out of 9,8 out of 10
2024,50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,0.98892,0.84816,0.837688,1.043729,0 out of 10,0 out of 9,0 out of 10
2024,50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,0.98892,0.84816,0.883249,0.98644,1 out of 10,0 out of 9,1 out of 10
2024,50724,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,0.98892,0.84816,0.985695,0.981895,1 out of 10,0 out of 9,1 out of 10
2024,50735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,0.98892,0.84816,1.246686,1.161677,0 out of 10,2 out of 9,2 out of 10
2024,50736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,0.98892,0.84816,1.038028,1.063993,0 out of 10,0 out of 9,0 out of 10
2024,50737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,0.98892,0.84816,1.137439,1.10794,0 out of 10,1 out of 9,1 out of 10
2024,50738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,0.98892,0.84816,1.403614,1.315329,0 out of 10,1 out of 9,1 out of 10
2024,50739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,0.98892,0.84816,1.069941,1.045737,0 out of 10,1 out of 9,1 out of 10
2024,50740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,0.98892,0.84816,1.086568,1.083216,0 out of 10,0 out of 9,0 out of 10
2024,50745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,0.98892,0.84816,1.201146,1.218531,0 out of 10,0 out of 9,0 out of 10
2024,50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,0.98892,0.84816,1.113601,1.098705,0 out of 10,0 out of 9,0 out of 10
2024,50747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,0.98892,0.84816,1.383775,1.204537,0 out of 10,3 out of 9,3 out of 10
2024,50748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,0.98892,0.84816,0.895264,0.927892,4 out of 10,0 out of 9,4 out of 10
2024,50755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,0.98892,0.84816,1.099104,1.146583,0 out of 10,0 out of 9,0 out of 10
2024,50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,0.98892,0.84816,1.071208,1.090891,0 out of 10,0 out of 9,0 out of 10
2024,50758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,0.98892,0.84816,1.081086,0.944317,3 out of 10,5 out of 9,5 out of 10
2024,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,0.98892,0.84816,0.905137,0.897044,6 out of 10,1 out of 9,6 out of 10
2024,50761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,0.98892,0.84816,1.024913,1.031576,0 out of 10,0 out of 9,0 out of 10
2024,50764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,0.98892,0.84816,0.912103,0.917831,5 out of 10,0 out of 9,5 out of 10
2024,50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,0.98892,0.84816,0.703001,0.759361,10 out of 10,0 out of 9,10 out of 10
2024,50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,0.98892,0.84816,1.01801,0.951948,3 out of 10,3 out of 9,3 out of 10
2024,50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,0.98892,0.84816,0.982464,1.030648,0 out of 10,0 out of 9,0 out of 10
2024,50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,0.98892,0.84816,1.220368,1.225968,0 out of 10,0 out of 9,0 out of 10
2024,50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,0.98892,0.84816,0.933222,0.847633,10 out of 10,9 out of 9,10 out of 10
2024,50775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,0.98892,0.84816,0.954709,1.00949,0 out of 10,0 out of 9,0 out of 10
2024,50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,0.98892,0.84816,1.17246,1.195069,0 out of 10,0 out of 9,0 out of 10
2024,50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,0.98892,0.84816,0.885917,0.878457,8 out of 10,1 out of 9,8 out of 10
2024,50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,0.98892,0.84816,0.979908,0.946218,3 out of 10,2 out of 9,3 out of 10
2024,50782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,0.98892,0.84816,1.107791,1.112682,0 out of 10,0 out of 9,0 out of 10
2024,50784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,0.98892,0.84816,0.971938,0.970914,2 out of 10,0 out of 9,2 out of 10
2024,60001,BANNER NORTH COLORADO MEDICAL CENTER,1801 16TH ST,GREELEY,CO,80631,WELD,0.98892,0.84816,0.990237,1.022141,0 out of 10,0 out of 9,0 out of 10
2024,60003,CENTURA LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVE,LONGMONT,CO,80501,BOULDER,0.98892,0.84816,1.040835,1.00022,0 out of 10,2 out of 9,2 out of 10
2024,60004,PLATTE VALLEY MEDICAL CENTER,1600 PRAIRIE CENTER PKWY,BRIGHTON,CO,80601,ADAMS,0.98892,0.84816,0.943711,0.957242,3 out of 10,0 out of 9,3 out of 10
2024,60006,MONTROSE REGIONAL HEALTH,800 S 3RD ST,MONTROSE,CO,81401,MONTROSE,0.98892,0.84816,0.901624,0.942651,3 out of 10,0 out of 9,3 out of 10
2024,60009,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,0.98892,0.84816,0.998182,0.997577,0 out of 10,0 out of 9,0 out of 10
2024,60010,POUDRE VALLEY HOSPITAL,1024 S LEMAY AVE,FORT COLLINS,CO,80524,LARIMER,0.98892,0.84816,0.939686,0.979144,1 out of 10,0 out of 9,1 out of 10
2024,60011,DENVER HEALTH & HOSPITAL AUTHORITY,777 BANNOCK ST,DENVER,CO,80204,DENVER,0.98892,0.84816,0.905456,0.87191,8 out of 10,5 out of 9,8 out of 10
2024,60012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",1008 MINNEQUA AVE,PUEBLO,CO,81004,PUEBLO,0.98892,0.84816,1.013167,0.906076,6 out of 10,6 out of 9,6 out of 10
2024,60013,MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,LA PLATA,0.98892,0.84816,0.937681,0.936639,4 out of 10,0 out of 9,4 out of 10
2024,60014,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,DENVER,0.98892,0.84816,1.079731,1.057122,0 out of 10,0 out of 9,0 out of 10
2024,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,11600 W 2ND PL,LAKEWOOD,CO,80228,JEFFERSON,0.98892,0.84816,1.008958,1.010781,0 out of 10,0 out of 9,0 out of 10
2024,60020,"PARKVIEW MEDICAL CENTER, INC",400 W 16TH ST,PUEBLO,CO,81003,PUEBLO,0.98892,0.84816,1.020302,0.944909,3 out of 10,4 out of 9,4 out of 10
2024,60022,UCH-MEMORIAL HEALTH SYSTEM,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,EL PASO,0.98892,0.84816,1.01024,1.026091,0 out of 10,0 out of 9,0 out of 10
2024,60023,ST MARYS MEDICAL CENTER,2635 N 7TH ST,GRAND JUNCTION,CO,81501,MESA,0.98892,0.84816,1.022929,1.021034,0 out of 10,0 out of 9,0 out of 10
2024,60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,12605 E 16TH AVE,AURORA,CO,80045,ADAMS,0.98892,0.84816,0.976118,0.989316,0 out of 10,0 out of 9,0 out of 10
2024,60027,BOULDER COMMUNITY HEALTH,4747 ARAPAHOE AVE,BOULDER,CO,80303,BOULDER,0.98892,0.84816,0.980186,0.940745,4 out of 10,2 out of 9,4 out of 10
2024,60028,SAINT JOSEPH HOSPITAL,1375 E 19TH AVE,DENVER,CO,80218,DENVER,0.98892,0.84816,0.955566,0.996536,0 out of 10,0 out of 9,0 out of 10
2024,60030,BANNER MCKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,LARIMER,0.98892,0.84816,1.013488,1.009012,0 out of 10,0 out of 9,0 out of 10
2024,60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,0.98892,0.84816,0.986062,0.990158,0 out of 10,0 out of 9,0 out of 10
2024,60032,ROSE MEDICAL CENTER,4567 E 9TH AVE,DENVER,CO,80220,DENVER,0.98892,0.84816,0.977815,1.004663,0 out of 10,0 out of 9,0 out of 10
2024,60034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,80113,ARAPAHOE,0.98892,0.84816,1.031889,1.023907,0 out of 10,0 out of 9,0 out of 10
2024,60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,81505,MESA,0.98892,0.84816,0.960342,0.949588,3 out of 10,0 out of 9,3 out of 10
2024,60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,DENVER,0.98892,0.84816,0.969412,0.962294,2 out of 10,0 out of 9,2 out of 10
2024,60065,NORTH SUBURBAN MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,80229,ADAMS,0.98892,0.84816,0.954103,1.042104,0 out of 10,0 out of 9,0 out of 10
2024,60071,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,DELTA,CO,81416,DELTA,0.98892,0.84816,0.920158,0.960129,2 out of 10,0 out of 9,2 out of 10
2024,60075,VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GARFIELD,0.98892,0.84816,1.011737,1.077684,0 out of 10,0 out of 9,0 out of 10
